rating,feedback,clean_reviews,Positive,Negative,Neutral,reviews_length
5,1,love,1.0,0.0,0.0,4
5,1,glad bought,0.75,0.0,0.25,11
5,1,like type funmus,0.556,0.0,0.444,16
5,1,like volum top turn quick,0.589,0.0,0.411,25
3,1,beyond capabl program grandkid lve,0.0,0.0,1.0,34
5,1,love new echo  give hour music help thingsit difficult set  help tekki,0.478,0.124,0.398,70
5,1,almost good bose love whole hous music,0.567,0.0,0.433,38
1,0,alexa hard came,0.0,0.412,0.588,15
5,1,easi setup use app also easi instal phone  sound qualiti listen music pandora wonder,0.0,0.0,1.0,84
5,1,i'm still learn use echo far love,0.412,0.0,0.588,33
4,1,work awesom,0.0,0.0,1.0,11
5,1,work great,0.804,0.0,0.196,10
5,1,small speaker sound great,0.577,0.0,0.423,25
5,1,great sound size prize coursealexa,0.712,0.0,0.288,34
5,1,dont echo definit need one,0.0,0.0,1.0,26
5,1,great devic  seem work better  generat,0.636,0.0,0.364,38
1,0,item longer work  month use connect wifi unrespons reset request,0.0,0.0,1.0,64
5,1,love echo dot easi fun get drop grandaught live  mile away sound like right next,0.433,0.091,0.476,80
5,1,work great differ new one,0.506,0.0,0.494,25
5,1,one go kitchen timermus duti,0.0,0.0,1.0,28
4,1,love volum could definit use boost better built speaker would definit  star thought ahead put  audio auxiliari input bought dedic speaker echo prove best way go,0.389,0.0,0.611,160
4,1,work fine,0.643,0.0,0.357,9
5,1,work great look brand new love new echo dot get main room hous,0.43,0.0,0.57,62
4,1,refurbish item work like new love easi set  love issu volum  listen relax fine  expect anyth els  recommend  purchas speaker,0.564,0.0,0.436,124
5,1,loud,0.0,0.0,1.0,4
5,1, one love,0.808,0.0,0.192,9
4,1,sure feel echo dot mani thing need get use ask right question wont understand,0.15,0.0,0.85,77
1,0,thing bare work select  parti app stuff youd think could box im send mine back asap wast money,0.0,0.0,1.0,94
3,1,gift man doesn't like plug pictur show cord would prefer cordless still work though purpos bought,0.153,0.111,0.736,97
5,1, amazon echo devic  purchas refurbish satisfi time differ  cant tell brand new price  cheaper  echo wake us keep timer play music us act encyclopedia turn light much,0.141,0.0,0.859,165
5,1,small echo dot amaz sound come greatit chang nest thermostatand phillip hue lightswithout leav chair,0.0,0.0,1.0,100
5,1,talk time song  aren't dislik devic,0.0,0.0,1.0,35
5,1,i'm never disappoint amazon technolog,0.333,0.224,0.443,37
5,1,work promis,0.0,0.0,1.0,11
1,0,return  echo dot  get refund  return  one packag want refund packag see,0.106,0.0,0.894,71
1,0,work,0.0,0.0,1.0,4
3,1,weird paus speech pattern present echo devic,0.0,0.221,0.779,44
5,1,sure love alexa  lol  thank  great price product,0.841,0.0,0.159,48
5,1,work,0.0,0.0,1.0,4
1,0,im echo fan one work,0.365,0.0,0.635,20
1,0, ,0.0,0.0,0.0,1
5,1,bought bathroom listen im shower  love,0.457,0.0,0.543,38
2,0,doesnt alway respond spoken promp word thought would connect echo upstair use like intercom havent abl,0.143,0.0,0.857,102
5,1,fast ship work well,0.412,0.0,0.588,19
5,1,love,1.0,0.0,0.0,4
5,1,love love love new free assist  ,0.888,0.0,0.112,32
5,1,six word  tell poop ,0.0,0.0,1.0,20
1,0,work month stop ive tri everyth tri make work noth work want refund,0.09,0.152,0.759,67
2,0,poor qualiti gave away,0.0,0.508,0.492,22
4,1,refurbish way go echo work like new,0.294,0.0,0.706,35
4,1,love,1.0,0.0,0.0,4
5,1,five need say,0.0,0.0,1.0,13
3,1,speaker arent loud alexa great though besid naw,0.0,0.32,0.68,47
5,1,work great sound good,0.778,0.0,0.222,21
1,0,never could get work techi friend look said adapt wasnt strong enough power look like bought dollar store go replac adapt hope work,0.284,0.089,0.627,131
5,1,almost like star trek home  fun tri outsmart ,0.479,0.0,0.521,45
5,1,add echo system refurbish product work like new,0.263,0.0,0.737,47
5,1,great offic use daili mani way includ spell background music,0.313,0.0,0.687,60
5,1,awesom love alexa,0.677,0.0,0.323,17
5,1,wasnt sure realli want one extrem use  get one youll love,0.273,0.207,0.52,57
2,0,initi echo dot work well time dot stop respond alexa unless within one foot yell echosecho dot room would respond without respons echo dot would recommend buy refurbish,0.145,0.069,0.786,168
5,1,great product fast ship,0.577,0.0,0.423,23
1,0,bought echo dot refurbish stop whatev function perform quit often doesnt wake everi time random turn noth buy refurbish echo dot,0.0,0.099,0.901,128
5,1,perfect work great problem refurbish,0.624,0.216,0.16,36
1,0,dont trust,0.0,0.73,0.27,10
5,1,perfect condit love echo,0.798,0.0,0.202,24
5,1,love beauti experi especi hook smart light accessori,0.535,0.0,0.465,52
5,1,got within last coupl week tell issu son want   birthday could tell joke could ask question listen music enjoy one much bought second one week prime deal day,0.211,0.0,0.789,157
4,1,divertido,0.0,0.0,1.0,9
5,1,great product work great,0.804,0.0,0.196,24
5,1,bought guest room  radio alarm clock information​ center much,0.0,0.231,0.769,61
5,1,great buy bought go echo love speaker isn't best music work great kitchen timer alarm,0.44,0.205,0.355,85
1,0, ,0.0,0.0,0.0,1
5,1,work perfect save buck buy refurbish look brand new,0.496,0.0,0.504,51
5,1,look work perfect glad got good deal,0.706,0.0,0.294,36
5,1,good new one bought  less,0.42,0.0,0.58,25
5,1,love work well,0.863,0.0,0.137,14
5,1,everyth perfect,0.787,0.0,0.213,15
5,1,good price prompt ship work flawless,0.608,0.0,0.392,36
5,1,love alexa,0.808,0.0,0.192,10
4,1,there room improv price cannot complain much still complain howev audio terribl kind like listen speaknspel ,0.356,0.111,0.533,108
5,1,iov bought son want it awesom,0.206,0.0,0.794,29
5,1,echo work  price great deal issu  dot speaker bit tinni good second unit like attach extern speaker soundgood buy,0.373,0.0,0.627,113
5,1,thank,1.0,0.0,0.0,5
1,0,want use radio intercom get terribl fm recept live  speech recognit softwar horribl  wife nativ american whose languag english north texa  neither accent birth area yet good job understand us  bought two thing  addit wifi recept poor margin buy wifi rang extend offic ten feet router  problem switch around differ  disconnect dust collector,0.099,0.097,0.804,340
5,1,third dot work perfect use one multipl time day absolut love,0.467,0.0,0.533,60
1,0,item never work box broken spent sever day tri get work run  amazon thing accomplish never order anoth refurbish devic,0.293,0.0,0.707,118
5,1,alreadi echo plus  bought one bedroom  love function,0.375,0.0,0.625,52
5,1,simpl set  music everywher,0.0,0.0,1.0,26
5,1,work like brand new dot satisfi,0.333,0.0,0.667,31
1,0,great product return new alexa dot  refurbish alreadi give problem connect,0.259,0.171,0.57,74
5,1,echo alreadi went one refurbish save buck work great love new generat one rubber bottom  nice,0.544,0.0,0.456,93
5,1,love fact unplug take basement want laundri,0.524,0.0,0.476,43
5,1,refurbish good new one ive bought,0.367,0.0,0.633,33
5,1,good new,0.744,0.0,0.256,8
5,1,granddaught love,0.808,0.0,0.192,16
4,1,price great  troubl hear across room move anoth spot seem work fine  buy want  everi room,0.356,0.0,0.644,89
5,1,set alexa blue tooth speaker enjoy listen music outdoor  cant wait tri new stuff use alexa,0.176,0.0,0.824,90
5,1,thank,1.0,0.0,0.0,5
5,1,work great,0.804,0.0,0.196,10
1,0, buy certifi refurbish echo dot  bought  refurbish  echo dot unit poor receiv command sometim even acknowledg command never buy refurbish echo dot unit receiv probabl never certifi refurbish indic also bought new echo dot work perfectlyveri disappoint ,0.0,0.142,0.858,252
5,1,start amazon productsand regret noth absolut great journey product continu improv daytoday life,0.312,0.151,0.538,95
5,1,use sever month without problem,0.361,0.0,0.639,31
5,1,first smart devic sure buy devic compat one,0.455,0.0,0.545,43
5,1,love,1.0,0.0,0.0,4
5,1,love good new one,0.78,0.0,0.22,17
5,1,larger echo time love bought one anoth portion hous sinc sever wifi home devic want voic control hous,0.256,0.0,0.744,101
4,1,love product  use turn light answer quick question,0.375,0.0,0.625,50
5,1,great buy,0.804,0.0,0.196,9
5,1,leari refurbish work great,0.577,0.0,0.423,26
4,1,puni sound work great,0.577,0.0,0.423,21
5,1,great,1.0,0.0,0.0,5
5,1,exact like new tell differ new dot got prior one work perfect love alexa,0.486,0.0,0.514,72
5,1,work perfect wear tear devic love alexa work make home smart 😂,0.527,0.07,0.403,62
5,1,work good,0.744,0.0,0.256,9
4,1,thing dont like shut work great,0.402,0.207,0.392,31
5,1,excel product mint condit refurbish unit  would never know refurbish,0.25,0.0,0.75,68
4,1,alreadi own coupl echo frustrat couldn't also use intercom final amazon enabl “dropin” featur use echo reach famili remot part hous teenag insist never heard yell come dinnera featur main use echo standard stuff play music set alarm answer question etc lifechang home devic amazon would believ conveni around refurb save buck look work brandnew one,0.162,0.038,0.8,348
5,1,love worri refurbish part first first echo awesom use everyth light sinc work night shop well spotifi plan get parent help everyday thing take grant young would recommend everyon,0.368,0.0,0.632,178
5,1,love alexa hope everi room soon,0.64,0.0,0.36,31
5,1,simplic use set,0.0,0.0,1.0,15
5,1,great got one gazebo one upstair,0.451,0.0,0.549,32
5,1,work great never issu,0.577,0.0,0.423,21
4,1,everyth ask,0.0,0.0,1.0,11
4,1,work great good sound,0.778,0.0,0.222,21
4,1,use echo listen music well sortof research tool answer varieti question would like volum could go littl bit louder cant complaini also believ intern power sourc order use echo must plug time use univers charg cord would nice use echo dot go without buy product,0.15,0.0,0.85,260
5,1,love  great fun,1.0,0.0,0.0,15
5,1,love,1.0,0.0,0.0,4
5,1,outstand use timework like say,0.385,0.0,0.615,30
5,1,save  alway nice son alway say buy refurbish mean get new devic product less run diagnost everyth correct,0.273,0.0,0.727,105
5,1,work perfect alexa turn light tv roomba,0.381,0.0,0.619,39
5,1,never would know refurbish,0.0,0.0,1.0,26
3,1,far good,0.744,0.0,0.256,8
5,1,look perform new  complaint,0.0,0.423,0.577,27
4,1,goe great echo,0.672,0.0,0.328,14
5,1,work great like new one alreadi,0.623,0.0,0.377,31
1,0,item work certifi refurbish mean work advertis instead item crash soon turn plug tri connect phone echo dot crash would disconnect orang light would freez thing would reboot blue light alexa would tell it readi connect freez mid sentenc tri hold action button  second didn't anyth return immedi hope actual fix item next buyer purchas,0.048,0.09,0.862,334
5,1,fast servic  got order thank,0.385,0.0,0.615,28
5,1,love even though i'm still tri figur thing item work great phone,0.454,0.0,0.546,64
2,0,none,0.0,0.0,1.0,4
5,1, echo one bought brand new refurbish onehonest cant tell differ perform look,0.0,0.0,1.0,76
5,1,great productonc learn work itthi thing awesom,0.406,0.0,0.594,46
5,1,work,0.0,0.0,1.0,4
1,0,work time,0.0,0.0,1.0,9
4,1,love though wish portabl,0.775,0.0,0.225,24
5,1,cours,0.0,0.0,1.0,5
5,1,could tell refurbish work excel would high recommend instead purchas new,0.379,0.0,0.621,72
5,1,got mom  love ,0.677,0.0,0.323,14
5,1,love echo dot look brand new work perfect satisfi,0.53,0.0,0.47,49
5,1,new,0.0,0.0,1.0,3
4,1,small problem box rep amazon call walk reset process solv issu shock get respons quick real effort made includ follow email get thing work  one googl clone use learn like also plan instal one car boat garag alexa new best friend loli think gf worri alexa learn cook time limit,0.19,0.087,0.722,276
4,1,love alexa dot play game son ask weather love work amazon fire tv,0.546,0.105,0.349,65
5,1,like could ask differ question differ thing work intermitt smart tv ask chang volum sometim ask chang channel doesnt sometim reset dont know refurbish okay expect,0.174,0.056,0.77,162
5,1,far certifi refurbish echo dot work well littl confus green ring echo dot  know ask alexa said receiv call drop case took  minut figur notif deliveri amazon believ ring suppos yellow pulsat messag notif refurbish echo dot green puls,0.091,0.05,0.859,232
5,1,arriv quick easi set  refurbish amazon echo dot beyond expect  alexa becom buddi great assist,0.309,0.0,0.691,93
5,1,work advertis speak clear research command also get wall holder keep way set breez make sure close devic initi connect phone reason made set easierthough could psycholog haha,0.24,0.0,0.76,174
4,1,love two echo dot third one order give gift defect speaker  return process still isnt done alreadi taken week,0.278,0.094,0.627,109
1,0,ive alreadi return,0.0,0.0,1.0,18
5,1,refurbish echo wonder purchas mother love abil contact without phone listen music weather ask question wonder gift work excel problem,0.351,0.094,0.556,133
4,1,work good howev price went week purchas,0.326,0.0,0.674,39
5,1,work amaz bought daughter love,0.512,0.0,0.488,30
5,1,love alexa great help make appoint play song like els look forward,0.694,0.0,0.306,66
5,1,got bathroom love listen music whe shower,0.412,0.0,0.588,41
5,1,  new one work perfect  buy futur dot recondit,0.346,0.0,0.654,46
4,1,littl hard get pare other problem,0.0,0.506,0.494,33
1,0,im weari pick convers activ use  heard happen news   concern  wish amazon would releas someth widespread  push firmwar prevent  heard yet,0.234,0.0,0.766,137
5,1,there realli dislik alexa dot thought cortna cool alexa awesom applic famili unbeliev devic seem aliv must get,0.119,0.0,0.881,110
5,1,happi refurbish echo dot i'v two week far work perfect even though come origin box look like new i'm happi purchas,0.246,0.0,0.754,114
5,1,thumb,0.0,0.0,1.0,5
5,1,workreat,0.0,0.0,1.0,8
1,0,someth wrong first one even rep spoke could fix replac regist someon els price dot went  price refurbish one bought brand spank new one problem new one,0.0,0.188,0.812,151
